,carat,cut,color,clarity,depth,table,price,x,y,z
2370,0.34,Ideal,E,VS2,62.6,55.0,745,4.43,4.45,2.78
2371,1.21,Ideal,J,VS1,61.8,56.2,5604,6.78,6.86,4.2
2372,0.7,Premium,G,VS2,58.1,55.0,2657,5.83,5.8,3.38
2373,0.71,Very Good,G,SI2,63.4,56.0,1740,5.71,5.6,3.59
2374,0.55,Very Good,H,VS2,60.2,59.0,1327,5.36,5.24,3.19
2375,2.52,Ideal,I,SI1,61.5,56.0,17231,8.76,8.69,5.37
2376,0.32,Ideal,E,I1,60.7,57.0,490,4.45,4.41,2.69
2377,1.5,Very Good,G,VS2,62.1,57.0,12156,7.21,7.31,4.51
2378,0.75,Premium,G,SI2,63.0,58.0,2250,5.81,5.77,3.62
2379,0.76,Premium,F,SI2,61.8,58.0,2491,5.88,5.83,3.62
2380,1.21,Ideal,G,SI2,62.0,56.0,6017,6.83,6.81,4.23
2381,0.36,Ideal,G,IF,61.5,56.0,985,4.59,4.62,2.83
2382,1.6,Good,E,SI1,63.6,58.0,12467,7.38,7.44,4.71
2383,0.9,Premium,D,SI2,63.0,58.0,3473,6.16,6.12,3.87
2384,0.38,Ideal,G,SI2,61.6,55.0,602,4.64,4.68,2.87
2385,0.41,Very Good,G,VS1,58.9,60.0,839,4.84,4.87,2.86
2386,1.02,Premium,G,SI1,62.2,58.0,4435,6.44,6.48,4.02
2387,0.3,Very Good,G,VVS1,62.8,58.0,789,4.27,4.3,2.69
2388,0.31,Ideal,G,VVS1,62.5,55.0,816,4.33,4.34,2.71
2389,1.21,Premium,J,VVS2,61.7,60.0,5531,6.85,6.82,4.22
2390,0.41,Premium,F,VVS2,60.3,58.0,1192,4.83,4.79,2.9
2391,0.31,Ideal,F,IF,62.1,55.0,1046,4.35,4.34,2.7
2392,2.14,Premium,G,SI2,,59.0,13540,8.37,8.31,5.06
2393,0.59,Very Good,H,SI2,60.3,56.0,1160,5.43,5.48,3.29
2394,0.31,Ideal,G,VS2,59.6,57.0,544,4.4,4.43,2.63
2395,1.57,Premium,D,SI1,62.2,59.0,11976,7.37,7.45,4.61
2396,0.54,Premium,F,IF,61.9,60.0,2391,5.26,5.21,3.24
2397,0.32,Ideal,H,IF,62.0,55.0,814,4.39,4.42,2.73
2398,0.32,Ideal,H,VS2,62.5,55.0,505,4.38,4.42,2.75
2399,0.5,Premium,F,VS2,61.4,60.0,1395,5.13,5.17,3.16
2400,0.82,Ideal,E,SI2,62.6,55.0,3131,5.94,5.98,3.73
2401,1.06,Premium,J,SI2,62.0,58.0,3823,6.53,6.45,4.04
2402,1.0,Very Good,H,SI2,63.7,58.0,4395,6.31,6.35,4.03
2403,0.7,Fair,E,SI1,57.2,66.0,2000,5.76,5.74,3.29
2404,1.51,Premium,F,SI1,60.9,61.0,11666,7.32,7.3,4.45
2405,0.7,Very Good,D,VS1,61.5,55.0,3239,5.7,5.74,3.52
2406,1.06,Ideal,H,SI2,61.7,60.0,4547,6.53,6.51,4.02
2407,1.13,Premium,J,VS1,61.1,59.0,4873,6.74,6.67,4.1
2408,0.31,Ideal,G,IF,61.4,55.0,891,4.35,4.38,2.68
2409,1.07,Very Good,F,VVS1,60.2,58.0,9808,6.57,6.65,3.98
2410,0.31,Ideal,H,VS2,62.2,55.0,628,4.39,4.35,2.72
2411,0.74,Very Good,E,VVS2,61.9,59.0,3616,5.74,5.77,3.56
2412,1.07,Premium,D,VS2,60.9,59.0,7954,6.63,6.58,4.02
2413,0.5,Premium,E,VS2,61.3,60.0,1624,5.07,5.11,3.12
2414,0.7,Very Good,F,SI1,60.3,59.0,2409,5.73,5.82,3.48
2415,1.01,Good,F,SI1,63.8,59.0,4899,6.29,6.32,4.02
2416,0.31,Very Good,J,SI1,59.4,62.0,353,4.39,4.43,2.62
2417,0.78,Ideal,I,VS2,61.2,58.0,2652,5.88,5.92,3.61
2418,0.48,Very Good,E,VVS1,60.6,56.0,2275,5.13,5.06,3.09
2419,1.02,Ideal,H,VS1,62.2,56.0,5569,6.48,6.42,4.01
2420,0.73,Very Good,D,SI2,60.3,60.0,2374,5.82,5.89,3.53
2421,1.26,Ideal,G,VVS2,61.4,55.0,12066,6.96,6.99,4.29
2422,0.7,Ideal,D,VS1,61.7,57.0,3419,5.71,5.74,3.53
2423,0.46,Very Good,D,VVS1,,56.0,1778,4.94,4.97,3.08
2424,0.9,Ideal,G,VVS1,62.9,56.0,6237,6.11,6.19,3.87
2425,0.25,Premium,F,VVS1,60.7,59.0,740,4.1,4.07,2.48
2426,0.34,Ideal,I,SI1,61.9,57.0,589,4.48,4.44,2.76
2427,0.58,Very Good,H,,63.3,55.0,1979,5.27,5.31,3.35
2428,0.36,Ideal,H,VVS1,62.0,54.8,764,4.57,4.59,2.84
2429,1.0,Very Good,E,SI2,58.7,59.0,4975,6.5,6.58,3.84
2430,0.3,Premium,G,VVS2,62.9,55.0,878,4.28,4.24,2.68
2431,1.56,Ideal,H,SI1,60.4,59.0,10642,7.5,7.53,4.54
2432,0.55,Premium,E,VS2,61.1,58.0,2030,5.3,5.28,3.23
2433,0.79,Ideal,D,VS2,61.3,57.0,3818,5.95,6.0,3.66
2434,0.57,Very Good,G,VS2,63.0,58.0,1617,5.24,5.27,3.31
2435,1.03,Ideal,F,VS2,62.0,57.0,6902,6.4,6.48,3.99
2436,2.01,Premium,H,SI1,61.1,60.0,17849,8.15,8.11,4.97
2437,0.32,Very Good,G,SI1,61.0,61.0,477,4.38,4.41,2.68
2438,0.33,Premium,G,VS1,60.5,58.0,854,4.49,4.43,2.7
2439,1.0,Good,D,VS2,63.6,56.0,5645,6.38,6.27,4.02
2440,0.3,Ideal,E,VVS2,61.9,57.0,789,4.28,4.32,2.66
2441,0.72,Very Good,J,SI1,61.1,57.0,1866,5.75,5.8,3.53
2442,1.52,Fair,F,SI2,56.3,64.0,8938,7.68,7.62,4.31
2443,0.3,Premium,G,VVS1,60.6,61.0,1013,4.35,4.33,2.63
2444,0.71,Very Good,G,SI2,61.3,58.0,2081,5.73,5.75,3.52
2445,0.56,Premium,E,VS1,62.6,58.0,2032,5.28,5.23,3.29
2446,0.48,Premium,E,VS2,62.5,61.0,1323,5.01,4.97,3.12
2447,0.7,Ideal,H,VS1,61.6,55.0,2530,5.73,5.76,3.54
2448,0.38,Ideal,E,VS2,61.5,56.0,717,4.65,4.69,2.87
2449,1.0,Very Good,D,SI2,59.5,62.0,4543,6.49,6.52,3.87
2450,1.07,Ideal,H,SI1,60.9,57.0,5123,6.68,6.61,4.05
2451,0.38,Ideal,E,VVS1,62.6,56.0,1327,4.64,4.6,2.89
2452,0.41,Very Good,D,VS1,63.4,56.0,991,4.7,4.76,3.0
2453,0.24,Very Good,E,VVS2,61.6,59.0,552,3.98,4.01,2.46
2454,1.02,Premium,F,SI2,61.1,59.0,4459,6.41,6.45,3.93
2455,0.32,Ideal,D,SI1,61.4,57.0,589,4.41,4.42,2.71
2456,0.23,Ideal,G,IF,62.8,55.0,536,3.93,3.96,2.48
2457,0.33,Very Good,E,VS1,61.6,56.0,781,4.43,4.46,2.74
2458,0.9,Ideal,E,SI1,62.0,56.0,5450,6.18,6.2,3.84
2459,1.04,Very Good,G,SI1,61.8,59.0,5070,6.49,6.55,4.03
2460,0.4,Good,E,SI1,63.8,56.0,882,4.74,4.7,3.01
2461,0.34,Ideal,G,VS2,61.8,56.0,596,4.48,4.52,2.78
2462,2.1,Very Good,J,VS2,61.5,60.7,13340,8.16,8.21,5.03
2463,0.5,Ideal,E,VS1,61.9,54.1,1759,5.09,5.15,3.17
2464,0.37,Ideal,D,SI1,61.1,57.0,823,4.63,4.64,2.83
2465,0.51,Ideal,G,VVS1,61.4,56.0,1963,5.14,5.15,3.16
2466,0.9,Ideal,H,VS1,61.6,56.0,4592,6.17,6.13,3.79
2467,0.41,Good,D,SI1,63.1,59.0,791,4.7,4.71,2.97
2468,1.19,Very Good,E,I1,60.2,61.0,3508,6.87,6.91,4.15
2469,1.16,Premium,F,SI2,61.2,61.0,4820,6.77,6.74,4.14
2470,0.26,Very Good,E,VVS2,60.9,58.0,584,4.13,4.15,2.52
2471,1.0,Very Good,F,SI2,62.6,58.0,4081,6.31,6.37,3.97
2472,0.38,Very Good,G,VVS1,61.3,57.0,995,4.62,4.68,2.85
2473,0.96,Good,H,SI2,56.7,62.0,3611,6.51,6.39,3.66
2474,0.54,Ideal,F,SI2,61.2,56.0,1162,5.27,5.28,3.23
2475,0.71,Ideal,D,SI2,61.0,56.0,2505,5.77,5.8,3.53
2476,1.51,Very Good,J,VVS2,62.6,63.0,8550,7.24,7.29,4.55
2477,1.03,Ideal,H,SI1,61.1,56.0,5418,6.5,6.53,3.98
2478,1.53,Ideal,I,SI2,61.9,58.0,8637,7.39,7.34,4.56
2479,0.48,Ideal,I,VVS2,62.1,56.0,1061,5.01,5.04,3.12
2480,0.9,Very Good,E,SI2,63.4,60.0,3342,6.07,6.02,3.83
2481,1.2,Ideal,J,VS2,61.6,54.0,4099,6.88,6.82,4.22
2482,1.13,Premium,H,SI2,62.3,57.0,4873,6.68,6.65,4.15
2483,0.7,Very Good,E,VS1,61.1,55.0,3061,5.72,5.77,3.51
2484,0.8,Ideal,D,SI2,61.5,58.0,3173,5.97,6.0,3.68
2485,0.44,Good,J,VS1,63.2,57.0,694,4.82,4.86,3.06
2486,0.36,Ideal,H,VS2,,57.0,587,4.59,4.63,2.83
2487,0.32,Premium,G,VS2,62.0,58.0,561,4.33,4.38,2.7
2488,0.32,Ideal,G,IF,61.2,57.0,954,4.4,4.43,2.7
2489,1.73,Good,J,SI1,63.8,60.0,7847,7.57,7.5,4.8
2490,0.42,Good,D,VS1,57.3,62.0,1315,4.95,5.0,2.85
2491,2.02,Premium,I,VS2,59.6,60.0,16861,8.25,8.2,4.9
2492,0.73,Premium,D,SI1,60.8,55.0,2865,5.87,5.81,3.55
2493,0.33,Ideal,H,SI2,61.4,55.0,433,4.47,4.49,2.75
2494,1.01,Very Good,F,SI1,62.8,58.0,4759,6.35,6.43,4.01
2495,0.83,Good,J,SI1,63.8,58.0,2311,5.97,5.95,3.8
2496,1.24,Ideal,H,VS2,60.1,59.0,7701,6.99,7.03,4.21
2497,1.05,Ideal,G,VS1,62.5,56.0,7037,6.48,6.54,4.07
2498,0.36,Good,H,VS2,63.7,55.0,568,4.49,4.52,2.87
2499,0.76,Ideal,H,SI1,62.0,56.0,2578,5.89,5.85,3.64
2500,0.3,Very Good,F,SI1,62.9,57.0,500,4.25,4.27,2.68
2501,0.41,Ideal,D,SI1,63.0,53.0,744,4.74,4.79,3.0
2502,1.01,Premium,G,VS2,62.6,56.0,5713,6.41,6.34,3.99
2503,0.93,Premium,I,VS2,62.7,61.0,4073,6.24,6.14,3.88
2504,0.34,Ideal,G,VVS2,62.6,54.0,775,4.44,4.47,2.79
2505,0.9,Premium,G,SI2,62.8,61.0,3385,6.14,6.09,3.84
2506,0.3,Very Good,F,VVS1,61.1,57.0,814,4.31,4.33,2.64
2507,1.16,Ideal,I,SI1,61.7,56.0,4668,6.76,6.7,4.15
2508,1.06,Very Good,H,SI1,62.2,58.0,4878,6.45,6.53,4.04
2509,1.33,Fair,E,SI2,65.0,57.0,4916,6.93,6.89,4.49
2510,1.53,Ideal,E,SI1,61.0,55.0,11470,7.44,7.49,4.55
2511,1.31,Very Good,H,SI2,,59.0,6263,6.96,7.01,4.31
2512,0.56,Very Good,H,SI2,62.0,63.0,956,5.26,5.21,3.27
2513,0.44,Premium,H,SI2,59.3,60.0,759,5.01,4.98,2.96
2514,0.57,Premium,F,VS2,62.0,54.0,1760,5.34,5.31,3.3
2515,0.54,Premium,D,,62.3,60.0,1595,5.18,5.22,3.24
2516,0.9,Premium,F,VS1,62.7,58.0,5088,6.14,6.17,3.86
2517,1.21,Premium,G,VS1,62.7,58.0,8456,6.79,6.74,4.24
2518,0.9,Ideal,H,VS2,61.6,57.0,4173,6.17,6.29,3.84
2519,0.91,Premium,F,SI2,61.7,58.0,3609,6.22,6.29,3.86
2520,0.32,Ideal,G,VS1,62.3,55.0,645,4.37,4.4,2.73
2521,1.01,Very Good,E,VS2,62.3,58.0,6310,6.39,6.45,4.0
2522,0.36,Ideal,D,SI1,62.5,56.0,663,4.55,4.57,2.85
2523,0.5,Ideal,E,VS1,62.2,56.0,1619,5.1,5.13,3.18
2524,0.25,Ideal,F,VVS1,61.3,58.0,817,4.04,4.08,2.49
2525,0.91,Ideal,I,VS2,61.6,55.0,4317,6.21,6.28,3.85
2526,0.32,Ideal,H,VVS1,61.4,55.0,698,4.4,4.46,2.72
2527,0.32,Ideal,H,VS1,61.9,55.0,561,4.4,4.42,2.73
2528,1.01,Premium,F,VS2,62.2,60.0,6416,6.37,6.4,3.97
2529,0.55,Premium,F,SI1,60.7,57.0,1415,5.3,5.27,3.21
2530,0.32,Ideal,D,VS1,61.4,57.0,814,4.4,4.43,2.71
2531,1.04,Ideal,E,SI1,62.6,53.0,6260,6.49,6.52,4.07
2532,1.38,Premium,G,SI2,59.2,59.0,6779,7.35,7.29,4.33
2533,0.71,Good,G,SI1,64.1,58.0,2240,5.6,5.63,3.6
2534,1.0,Ideal,I,SI1,62.7,56.0,4174,6.33,6.37,3.98
2535,0.3,Very Good,H,VVS2,62.9,57.0,605,4.28,4.31,2.7
2536,0.35,Premium,G,VS1,61.5,58.0,906,4.54,4.5,2.78
2537,1.3,Very Good,H,VS1,61.9,56.0,7747,6.97,7.05,4.34
2538,1.5,Very Good,H,VVS1,60.9,61.0,11688,7.36,7.39,4.49
2539,0.36,Ideal,I,VS1,60.5,57.0,729,4.59,4.56,2.77
2540,1.21,Ideal,D,VVS2,62.8,55.0,12657,6.77,6.84,4.26
2541,1.25,Fair,H,SI2,64.4,58.0,3990,6.82,6.71,4.36
2542,1.08,Premium,G,SI2,60.3,58.0,4442,6.72,6.65,4.03
2543,0.34,Premium,G,VS2,61.6,60.0,596,4.47,4.49,2.76
2544,1.17,Premium,H,SI1,62.6,59.0,4631,6.78,6.71,4.22
2545,1.0,Ideal,G,VS2,58.9,60.0,6235,6.53,6.58,3.86
2546,1.01,Very Good,F,SI1,61.9,58.0,5383,6.41,6.44,3.98
2547,0.4,Ideal,H,VVS1,62.2,55.0,1088,4.75,4.7,2.94
2548,1.2,Ideal,F,VS1,62.0,55.0,9641,6.81,6.83,4.23
2549,1.02,Ideal,G,IF,62.3,57.0,8955,6.43,6.5,4.03
2550,0.77,Very Good,H,VVS2,61.1,56.0,3208,5.89,5.92,3.61
2551,0.73,Premium,J,VS1,60.2,58.0,2037,5.87,5.82,3.52
2552,0.5,Ideal,D,SI1,61.6,55.0,1654,5.13,5.1,3.15
2553,2.06,Very Good,F,I1,58.7,61.0,9789,8.31,8.33,4.88
2554,0.27,Ideal,G,IF,62.0,56.0,627,4.14,4.17,2.58
2555,0.9,Premium,J,SI1,60.4,59.0,3141,6.27,6.24,3.78
2556,0.35,Premium,F,SI1,62.3,58.0,583,4.49,4.53,2.81
2557,0.71,Fair,G,SI1,65.0,58.0,2045,5.57,5.53,3.61
2558,1.2,Premium,H,SI1,61.0,58.0,6129,6.92,6.84,4.2
2559,1.02,Good,F,SI2,64.1,60.0,4179,6.25,6.29,4.02
2560,1.24,Good,G,VS2,61.3,57.0,8672,6.78,6.88,4.19
2561,0.82,Fair,F,SI1,64.9,58.0,2838,5.83,5.79,3.77
2562,1.23,Premium,E,SI1,59.2,62.0,7274,7.05,7.0,4.16
2563,0.5,Good,D,SI1,63.8,60.0,1333,5.0,5.03,3.2
2564,0.39,Ideal,H,VVS2,62.0,55.0,794,4.68,4.7,2.91
2565,0.71,Premium,G,SI2,62.1,58.0,2208,5.72,5.68,3.54
2566,0.33,Ideal,F,VVS2,60.7,57.0,824,4.48,4.51,2.73
2567,1.02,Ideal,D,SI1,61.7,56.0,7564,6.4,6.49,3.97
2568,0.4,Ideal,H,SI2,62.2,55.0,540,4.75,4.77,2.96
2569,0.28,Ideal,H,VS2,62.5,54.0,467,4.2,4.22,2.63
2570,0.7,Ideal,H,SI1,62.1,56.0,2113,5.74,5.67,3.54
2571,0.81,Premium,H,VS2,58.0,59.0,2795,6.17,6.13,3.57
2572,0.81,Very Good,E,SI1,61.9,60.0,3643,5.87,5.95,3.66
2573,0.31,Ideal,F,VS2,61.9,55.0,802,4.39,4.37,2.71
2574,0.8,Very Good,F,VS1,62.3,57.0,3720,5.92,5.95,3.7
2575,0.33,Ideal,G,VS2,62.3,55.0,743,4.47,4.42,2.77
2576,0.57,Ideal,I,VS1,61.0,56.0,1665,5.37,5.41,3.29
2577,1.13,Ideal,F,VS2,61.8,54.0,7756,6.72,6.73,4.15
2578,1.0,Very Good,H,SI1,60.9,58.0,5287,6.43,6.46,3.93
2579,1.11,Ideal,H,SI1,61.6,56.0,5854,6.69,6.73,4.07
2580,2.08,Premium,E,SI2,62.3,59.0,15873,8.22,8.16,5.1
2581,0.31,Premium,H,VVS2,61.2,59.0,625,4.34,4.38,2.67
2582,0.7,Ideal,G,VS1,60.8,56.0,3300,5.73,5.8,3.51
2583,0.9,Good,H,VS2,64.0,58.0,3919,6.11,6.07,3.9
2584,0.35,Premium,D,SI1,62.1,58.0,644,4.51,4.54,2.81
2585,0.28,Very Good,E,VVS1,60.9,60.0,612,4.25,4.26,2.59
2586,2.51,Premium,J,SI1,59.6,60.0,17452,8.84,8.79,5.25
2587,0.33,Ideal,I,IF,61.6,55.0,891,4.47,4.46,2.75
2588,1.2,Very Good,I,SI1,62.9,54.0,5955,6.75,6.77,4.25
2589,0.67,Good,E,VS2,61.6,61.0,2270,5.57,5.6,3.44
2590,0.4,Ideal,G,VVS1,62.4,54.0,1043,4.73,4.75,2.96
2591,0.93,Very Good,H,SI1,59.3,61.0,3838,6.33,6.39,3.77
2592,1.21,Very Good,H,VS2,62.9,57.0,6189,6.75,6.8,4.26
2593,1.21,Premium,D,VS1,60.2,59.0,10083,6.89,6.86,4.14
2594,2.02,Very Good,H,SI2,63.1,54.0,13655,8.09,7.99,5.07
2595,1.1,Premium,J,SI2,59.6,59.0,3726,6.74,6.72,4.01
2596,1.52,Ideal,D,SI1,61.2,57.0,13329,7.47,7.4,4.55
2597,1.0,Premium,E,VS2,63.0,58.0,7168,6.25,6.22,3.93
2598,1.0,Good,H,SI2,62.0,64.0,3192,6.43,6.29,3.94
2599,0.5,Very Good,E,VS2,63.4,58.0,1629,5.06,5.04,3.2
2600,0.9,Premium,G,VS2,59.6,61.0,4022,6.25,6.2,3.71
2601,1.01,Very Good,G,VVS2,62.1,63.0,6371,6.38,6.31,3.94
2602,1.25,Premium,F,VS2,61.5,60.0,8840,6.93,6.89,4.25
2603,0.4,Good,I,VS2,64.1,57.0,695,4.65,4.61,2.97
2604,1.3,Very Good,F,SI1,61.5,58.0,7567,6.99,7.06,4.32
2605,1.56,Ideal,F,VS1,61.7,56.0,17455,7.48,7.46,4.61
2606,1.0,Premium,D,SI1,60.3,59.0,5775,6.44,6.47,3.89
2607,0.73,Ideal,F,VVS2,61.7,54.0,3463,5.82,5.76,3.57
2608,0.53,Ideal,G,SI1,61.3,56.0,1377,5.22,5.29,3.22
2609,0.52,Ideal,G,SI1,61.2,55.0,1413,5.17,5.22,3.18
2610,2.0,Fair,H,SI1,65.1,56.0,14430,7.86,7.77,5.09
2611,0.41,Very Good,E,VVS2,63.8,58.0,1019,4.67,4.7,2.99
2612,1.03,Ideal,D,SI1,62.4,57.0,5551,6.44,6.47,4.03
2613,0.82,Premium,H,SI2,60.4,58.0,2629,6.11,6.07,3.68
2614,1.04,Ideal,H,SI1,62.3,57.0,5102,6.45,6.48,4.03
2615,0.3,Ideal,H,VVS1,61.9,55.0,878,4.34,4.32,2.68
2616,1.05,Premium,E,SI2,61.5,59.0,4139,6.52,6.58,4.03
2617,0.96,Fair,G,I1,64.5,60.0,2068,6.16,6.11,3.96
2618,0.99,Very Good,J,SI1,60.3,57.0,4002,6.44,6.49,3.9
2619,0.81,Premium,G,VS1,62.1,58.0,3311,5.96,5.92,3.69
2620,0.31,Ideal,G,VVS2,62.7,57.0,707,4.31,4.34,2.71
2621,0.7,Good,E,SI1,64.3,57.0,2164,5.63,5.56,3.6
2622,0.33,Ideal,E,SI1,62.5,55.0,743,4.45,4.42,2.77
2623,0.59,Ideal,F,SI2,60.1,57.0,1371,5.45,5.49,3.29
2624,0.93,Ideal,D,SI2,62.5,55.0,3990,6.2,6.24,3.89
2625,1.01,Fair,E,VS2,64.8,59.0,4972,6.34,6.26,4.08
2626,1.01,Good,G,SI1,63.7,60.0,5113,6.32,6.28,4.01
2627,0.43,Ideal,G,SI2,62.3,53.0,696,4.84,4.86,3.02
2628,0.96,Good,G,SI1,56.6,63.0,3522,6.52,6.39,3.67
2629,0.43,Good,J,SI2,63.7,57.0,629,4.79,4.76,3.04
2630,0.31,Very Good,H,VS2,63.0,57.0,489,4.32,4.34,2.73
2631,0.36,Premium,E,VS2,61.3,60.0,1013,4.59,4.54,2.8
2632,0.31,Ideal,F,IF,61.1,57.0,914,4.37,4.4,2.68
2633,0.32,Ideal,G,VS2,61.8,57.0,720,4.4,4.37,2.71
2634,1.01,Premium,F,VS2,60.3,59.0,6674,6.52,6.45,3.91
2635,1.71,Very Good,I,SI1,62.4,59.0,10681,7.63,7.6,4.75
2636,0.59,Premium,E,VS2,60.1,59.0,2578,5.46,5.42,3.27
2637,1.5,Premium,D,SI2,59.6,59.0,7076,7.54,7.46,4.47
2638,2.0,Ideal,G,SI1,61.7,55.0,13675,8.11,8.07,4.99
2639,2.01,Ideal,H,SI1,62.1,55.0,18295,8.12,8.07,5.03
2640,1.2,Ideal,G,SI1,61.2,56.0,7920,6.87,6.88,4.21
2641,0.53,Premium,E,VS2,61.6,57.0,1813,5.21,5.18,3.2
2642,0.35,Ideal,H,VS1,61.8,57.0,646,4.53,4.56,2.81
2643,1.02,Ideal,G,SI1,61.5,57.0,5398,6.54,6.44,3.99
2644,0.31,Premium,H,VS1,62.4,58.0,698,4.34,4.28,2.69
2645,0.71,Premium,H,SI2,60.5,60.0,2224,5.81,5.73,3.49
2646,0.7,Ideal,H,VVS2,62.2,55.0,3235,5.71,5.76,3.57
2647,1.04,Ideal,G,VS2,62.6,55.0,6290,6.49,6.45,4.05
2648,0.61,Ideal,D,VS2,61.0,57.0,2147,5.45,5.47,3.33
2649,0.33,Ideal,G,VS1,62.1,55.0,854,4.46,4.43,2.76
2650,0.71,Premium,F,VS2,,58.0,2853,5.67,5.7,3.56
2651,1.5,Ideal,G,VS1,62.3,57.0,14067,7.25,7.32,4.54
2652,0.93,Premium,G,VS2,62.2,59.0,4834,6.21,6.26,3.88
2653,0.51,Premium,H,SI1,61.9,56.0,1116,5.13,5.12,3.17
2654,0.55,Premium,E,SI2,59.7,58.0,1364,5.35,5.33,3.19
2655,0.82,Fair,H,SI1,64.9,58.0,3057,5.82,5.77,3.76
2656,0.32,Ideal,F,VS2,61.5,55.0,645,4.4,4.42,2.71
2657,0.23,Very Good,E,VVS1,59.9,55.0,682,3.99,4.13,2.43
2658,1.39,Very Good,G,SI2,61.5,62.0,6628,7.09,7.16,4.38
2659,0.4,Ideal,E,VS1,60.4,57.0,918,4.76,4.81,2.89
2660,0.34,Ideal,G,VS1,62.0,55.0,681,4.47,4.5,2.78
2661,0.5,Premium,E,VS2,61.8,59.0,1629,5.12,5.08,3.15
2662,0.3,Very Good,H,VS2,60.9,61.0,473,4.27,4.3,2.61
2663,1.64,Ideal,F,SI2,61.4,57.0,10929,7.59,7.55,4.65
2664,0.9,Fair,D,SI2,66.0,58.0,3205,6.0,5.97,3.95
2665,0.54,Premium,G,SI1,61.1,60.0,1340,5.24,5.2,3.19
2666,0.51,Very Good,H,SI1,63.0,57.0,1090,5.11,5.14,3.23
2667,0.32,Premium,E,VVS1,60.8,59.0,1044,4.45,4.43,2.7
2668,1.0,Fair,D,SI2,64.5,54.0,4312,6.34,6.28,4.07
2669,0.34,Very Good,F,VVS2,59.6,60.0,724,4.54,4.59,2.72
2670,1.55,Ideal,F,VS2,62.6,57.0,14185,7.35,7.39,4.61
2671,0.42,Ideal,E,VS2,61.3,56.0,1024,4.85,4.81,2.96
2672,0.42,Very Good,F,VS2,60.1,61.0,790,4.84,4.88,2.92
2673,0.72,Ideal,E,VS1,61.2,56.0,3409,5.78,5.83,3.55
2674,0.41,Ideal,G,VS1,60.8,56.0,961,4.82,4.79,2.92
2675,0.34,Ideal,E,SI1,61.7,56.0,596,4.49,4.52,2.78
2676,0.31,Ideal,E,VVS2,61.4,56.0,766,4.36,4.4,2.69
2677,0.52,Ideal,I,SI1,61.8,56.0,1075,5.15,5.18,3.19
2678,0.36,Very Good,G,VS1,60.7,57.1,821,4.57,4.65,2.79
2679,0.52,Ideal,E,SI1,61.1,57.0,1656,5.2,5.17,3.16
2680,1.2,Premium,F,SI1,60.1,59.0,7282,6.92,6.85,4.14
2681,1.11,Premium,J,SI1,59.5,58.0,3524,6.89,6.77,4.07
2682,2.22,Ideal,G,SI2,,54.0,17123,8.28,8.35,5.2
2683,0.33,Very Good,F,VVS1,60.1,56.0,841,4.53,4.56,2.73
2684,1.15,Ideal,E,VS2,,57.0,9967,6.73,6.76,4.14
2685,0.32,Ideal,F,VS2,61.9,56.0,645,4.37,4.39,2.71
2686,0.57,Ideal,F,VVS1,60.7,57.0,2507,5.39,5.36,3.26
2687,0.38,Premium,G,VS2,59.3,59.0,766,4.71,4.74,2.8
2688,0.32,Ideal,I,IF,61.6,56.0,655,4.4,4.43,2.72
2689,0.35,Ideal,I,VS1,61.6,56.0,709,4.58,4.54,2.81
2690,0.8,Ideal,G,VS2,62.1,57.0,3494,5.95,6.0,3.71
2691,0.9,Very Good,I,VS1,63.2,57.0,3484,6.1,6.05,3.84
2692,1.52,Very Good,E,SI1,63.5,58.0,11176,7.36,7.29,4.65
2693,1.01,Ideal,F,SI1,62.5,56.0,4969,6.38,6.42,4.0
2694,0.51,Very Good,E,SI2,60.7,56.0,1104,5.17,5.21,3.15
2695,0.9,Very Good,H,VS1,62.5,58.0,4428,6.09,6.13,3.82
2696,0.7,Fair,F,SI2,,64.0,1990,5.81,5.86,3.33
2697,0.55,Ideal,E,SI1,62.3,56.0,1668,5.26,5.23,3.27
2698,1.52,Premium,H,VS1,61.4,58.0,11621,7.44,7.3,4.55
2699,0.36,Premium,E,SI2,61.5,58.0,648,4.61,4.56,2.82
2700,0.3,Very Good,F,SI1,58.4,59.0,489,4.42,4.45,2.59
2701,2.21,Premium,F,SI2,59.6,60.0,16657,8.53,8.49,5.07
2702,1.68,Premium,I,SI1,61.5,59.0,10151,7.63,7.58,4.68
2703,0.5,Ideal,E,SI1,62.4,56.0,1259,5.03,5.07,3.15
2704,2.01,Very Good,J,SI2,61.0,57.0,11110,8.09,8.14,4.95
2705,0.4,Ideal,I,SI1,62.3,55.0,624,4.72,4.75,2.95
2706,1.01,Ideal,F,SI1,62.7,54.0,6039,6.38,6.44,4.02
2707,0.34,Ideal,E,IF,61.7,56.0,1243,4.48,4.46,2.76
2708,0.28,Premium,E,SI1,60.3,58.0,529,4.26,4.22,2.55
2709,1.52,Premium,E,VS1,59.9,60.0,16779,7.47,7.39,4.45
2710,0.43,Very Good,F,SI1,62.4,56.0,792,4.81,4.84,3.01
2711,0.74,Ideal,J,VS1,61.7,57.0,2468,5.79,5.84,3.59
2712,0.31,Very Good,E,SI1,63.0,57.0,544,4.29,4.32,2.71
2713,0.41,Premium,E,VS2,59.8,60.0,935,4.83,4.87,2.9
2714,0.6,Premium,G,SI1,61.9,61.0,1646,5.38,5.34,3.32
2715,0.72,Very Good,G,SI2,63.4,57.0,2001,5.67,5.71,3.61
